network_rank;network_id;region_id;region_longname;lobe;cortex
325;79;132;Area_TE1_anterior_L;Temp;Lateral_Temporal
325;79;134;Area_TE2_anterior_L;Temp;Lateral_Temporal
325;79;137;Area_PHT_L;Temp;Lateral_Temporal
325;79;139;Area_TemporoParietoOccipital_Junction_1_L;Temp;Temporo-Parieto_Occipital_Junction
325;79;140;Area_TemporoParietoOccipital_Junction_2_L;Par;Temporo-Parieto_Occipital_Junction
325;79;151;Area_PGs_L;Par;Inferior_Parietal
325;79;176;Area_STSv_anterior_L;Temp;Auditory_Association
325;79;177;Area_TE1_Middle_L;Temp;Lateral_Temporal
326;55;55;Area_6mp_L;Fr;Paracentral_Lobular_and_Mid_Cingulate
327;80;80;Area_IFJp_L;Fr;Inferior_Frontal
327;80;129;Area_STSd_posterior_L;Temp;Auditory_Association
327;80;130;Area_STSv_posterior_L;Temp;Auditory_Association
327;80;134;Area_TE2_anterior_L;Temp;Lateral_Temporal
327;80;137;Area_PHT_L;Temp;Lateral_Temporal
327;80;139;Area_TemporoParietoOccipital_Junction_1_L;Temp;Temporo-Parieto_Occipital_Junction
327;80;140;Area_TemporoParietoOccipital_Junction_2_L;Par;Temporo-Parieto_Occipital_Junction
327;80;151;Area_PGs_L;Par;Inferior_Parietal
327;80;157;Area_FST_L;Occ;MT+_Complex_and_Neighboring_Visual_Areas
327;80;177;Area_TE1_Middle_L;Temp;Lateral_Temporal
328;84;84;Area_46_L;Fr;Dorsolateral_Prefrontal
328;84;135;Area_TF_L;Temp;Medial_Temporal
329;87;1;Primary_Visual_Cortex_L;Occ;Primary_Visual
329;87;3;Sixth_Visual_Area_L;Occ;Dorsal_Stream_Visual
329;87;4;Second_Visual_Area_L;Occ;Early_Visual
329;87;5;Third_Visual_Area_L;Occ;Early_Visual
329;87;6;Fourth_Visual_Area_L;Occ;Early_Visual
329;87;13;Area_V3A_L;Occ;Dorsal_Stream_Visual
329;87;17;IntraParietal_Sulcus_Area_1_L;Par;Dorsal_Stream_Visual
329;87;42;Lateral_Area_7A_L;Par;Superior_Parietal
329;87;87;Area_9_anterior_L;Fr;Dorsolateral_Prefrontal
330;94;1;Primary_Visual_Cortex_L;Occ;Primary_Visual
330;94;4;Second_Visual_Area_L;Occ;Early_Visual
330;94;5;Third_Visual_Area_L;Occ;Early_Visual
330;94;94;Area_47s_L;Fr;Orbital_and_Polar_Frontal
330;94;131;Area_TG_dorsal_L;Temp;Lateral_Temporal
331;98;74;Area_44_L;Fr;Inferior_Frontal
331;98;78;Rostral_Area_6_L;Fr;Premotor
331;98;98;Superior_6-8_Transitional_Area_L;Fr;Dorsolateral_Prefrontal
331;98;108;Frontal_Opercular_Area_4_L;Fr;Insular_and_Frontal_Opercular
332;103;103;Area_52_L;Temp;Early_Auditory
332;103;107;Area_TA2_L;Temp;Auditory_Association
333;104;74;Area_44_L;Fr;Inferior_Frontal
333;104;78;Rostral_Area_6_L;Fr;Premotor
333;104;104;RetroInsular_Cortex_L;Par;Early_Auditory
333;104;109;Middle_Insular_Area_L;Ins;Insular_and_Frontal_Opercular
333;104;169;Area_Frontal_Opercular_5_L;Fr;Insular_and_Frontal_Opercular
334;106;106;Posterior_Insular_Area_2_L;Ins;Insular_and_Frontal_Opercular
334;106;167;Area_Posterior_Insular_1_L;Ins;Insular_and_Frontal_Opercular
335;111;111;Anterior_Ventral_Insular_Area_L;Fr;Insular_and_Frontal_Opercular
336;113;26;Superior_Frontal_Language_Area_L;Fr;Dorsolateral_Prefrontal
336;113;113;Frontal_Opercular_Area_1_L;Fr;Posterior_Opercular
336;113;128;Area_STSd_anterior_L;Temp;Auditory_Association
336;113;132;Area_TE1_anterior_L;Temp;Lateral_Temporal
337;63;62;Area_dorsal_32_L;Fr;Anterior_Cingulate_and_Medial_Prefrontal
337;63;63;Area_8BM_L;Fr;Anterior_Cingulate_and_Medial_Prefrontal
337;63;149;Area_PFm_Complex_L;Par;Inferior_Parietal
337;63;152;Area_V6A_L;Occ;Dorsal_Stream_Visual
337;63;179;Area_anterior_32_prime_L;Fr;Anterior_Cingulate_and_Medial_Prefrontal
338;61;30;Area_7m_L;Par;Posterior_Cingulate
338;61;31;Parieto-Occipital_Sulcus_Area_1_L;Par;Posterior_Cingulate
338;61;32;Area_23d_L;Par;Posterior_Cingulate
338;61;33;Area_ventral_23_a+b_L;Par;Posterior_Cingulate
338;61;35;Area_31p_ventral_L;Par;Posterior_Cingulate
338;61;58;Area_33_prime_L;Fr;Anterior_Cingulate_and_Medial_Prefrontal
338;61;61;Area_a24_L;Fr;Anterior_Cingulate_and_Medial_Prefrontal
338;61;64;Area_p32_L;Fr;Anterior_Cingulate_and_Medial_Prefrontal
338;61;69;Area_9_Middle_L;Fr;Anterior_Cingulate_and_Medial_Prefrontal
338;61;119;PreSubiculum_L;Temp;Medial_Temporal
338;61;164;Area_25_L;Fr;Anterior_Cingulate_and_Medial_Prefrontal
338;61;180;Area_posterior_24_L;Fr;Anterior_Cingulate_and_Medial_Prefrontal
339;275;191;Premotor_Eye_Field_R;Fr;Premotor
339;275;192;Area_55b_R;Fr;Premotor
339;275;275;Area_Lateral_IntraParietal_dorsal_R;Par;Superior_Parietal
339;275;355;Auditory_4_Complex_R;Temp;Auditory_Association
340;60;27;PreCuneus_Visual_Area_L;Par;Posterior_Cingulate
340;60;33;Area_ventral_23_a+b_L;Par;Posterior_Cingulate
340;60;35;Area_31p_ventral_L;Par;Posterior_Cingulate
340;60;60;Area_p32_prime_L;Fr;Anterior_Cingulate_and_Medial_Prefrontal
340;60;161;Area_31pd_L;Par;Posterior_Cingulate
340;60;162;Area_31a_L;Par;Posterior_Cingulate
341;278;254;Area_44_R;Fr;Inferior_Frontal
341;278;258;Rostral_Area_6_R;Fr;Premotor
341;278;278;Superior_6-8_Transitional_Area_R;Fr;Dorsolateral_Prefrontal
341;278;288;Frontal_Opercular_Area_4_R;Fr;Insular_and_Frontal_Opercular
342;279;279;Area_43_R;Fr;Posterior_Opercular
342;279;285;Area_PFcm_R;Par;Early_Auditory
342;279;296;Area_PFt_R;Par;Inferior_Parietal
342;279;297;Anterior_IntraParietal_Area_R;Par;Superior_Parietal
342;279;328;Area_PF_Complex_R;Par;Inferior_Parietal
342;279;329;Area_PFm_Complex_R;Par;Inferior_Parietal
342;279;356;Area_STSv_anterior_R;Temp;Auditory_Association
343;284;254;Area_44_R;Fr;Inferior_Frontal
343;284;258;Rostral_Area_6_R;Fr;Premotor
343;284;284;RetroInsular_Cortex_R;Par;Early_Auditory
343;284;289;Middle_Insular_Area_R;Ins;Insular_and_Frontal_Opercular
343;284;349;Area_Frontal_Opercular_5_R;Ins;Insular_and_Frontal_Opercular
344;285;279;Area_43_R;Fr;Posterior_Opercular
344;285;285;Area_PFcm_R;Par;Early_Auditory
344;285;312;Area_TE1_anterior_R;Temp;Lateral_Temporal
344;285;314;Area_TE2_anterior_R;Temp;Lateral_Temporal
344;285;356;Area_STSv_anterior_R;Temp;Auditory_Association
345;286;286;Posterior_Insular_Area_2_R;Ins;Insular_and_Frontal_Opercular
345;286;347;Area_Posterior_Insular_1_R;Ins;Insular_and_Frontal_Opercular
346;287;181;Primary_Visual_Cortex_R;Occ;Primary_Visual
346;287;184;Second_Visual_Area_R;Occ;Early_Visual
346;287;185;Third_Visual_Area_R;Occ;Early_Visual
346;287;283;Area_52_R;Ins;Early_Auditory
346;287;287;Area_TA2_R;Temp;Auditory_Association
346;287;303;Area_STGa_R;Temp;Auditory_Association
346;287;305;Auditory_5_Complex_R;Temp;Auditory_Association
346;287;332;Area_V6A_R;Par;Dorsal_Stream_Visual
346;287;353;Medial_Belt_Complex_R;Temp;Early_Auditory
346;287;358;Para-Insular_Area_R;Temp;Insular_and_Frontal_Opercular
347;293;206;Superior_Frontal_Language_Area_R;Fr;Dorsolateral_Prefrontal
347;293;293;Frontal_Opercular_Area_1_R;Fr;Posterior_Opercular
347;293;308;Area_STSd_anterior_R;Temp;Auditory_Association
347;293;312;Area_TE1_anterior_R;Temp;Lateral_Temporal
348;294;206;Superior_Frontal_Language_Area_R;Fr;Dorsolateral_Prefrontal
348;294;224;Area_6m_anterior_R;Fr;Paracentral_Lobular_and_Mid_Cingulate
348;294;294;Frontal_Opercular_Area_3_R;Ins;Insular_and_Frontal_Opercular
348;294;308;Area_STSd_anterior_R;Temp;Auditory_Association
348;294;310;Area_STSv_posterior_R;Temp;Auditory_Association
348;294;312;Area_TE1_anterior_R;Temp;Lateral_Temporal
349;296;188;Primary_Motor_Cortex_R;Fr;Somatosensory_and_Motor
349;296;258;Rostral_Area_6_R;Fr;Premotor
349;296;279;Area_43_R;Fr;Posterior_Opercular
349;296;280;Area_OP4-PV_R;Par;Posterior_Opercular
349;296;296;Area_PFt_R;Par;Inferior_Parietal
350;241;210;Area_7m_R;Par;Posterior_Cingulate
350;241;211;Parieto-Occipital_Sulcus_Area_1_R;Par;Posterior_Cingulate
350;241;212;Area_23d_R;Par;Posterior_Cingulate
350;241;213;Area_ventral_23_a+b_R;Par;Posterior_Cingulate
350;241;215;Area_31p_ventral_R;Par;Posterior_Cingulate
350;241;238;Area_33_prime_R;Fr;Anterior_Cingulate_and_Medial_Prefrontal
350;241;241;Area_a24_R;Fr;Anterior_Cingulate_and_Medial_Prefrontal
350;241;244;Area_p32_R;Fr;Anterior_Cingulate_and_Medial_Prefrontal
350;241;249;Area_9_Middle_R;Fr;Anterior_Cingulate_and_Medial_Prefrontal
350;241;299;PreSubiculum_R;Temp;Medial_Temporal
350;241;344;Area_25_R;Fr;Anterior_Cingulate_and_Medial_Prefrontal
350;241;360;Area_posterior_24_R;Fr;Anterior_Cingulate_and_Medial_Prefrontal
351;303;185;Third_Visual_Area_R;Occ;Early_Visual
351;303;193;Area_V3A_R;Occ;Dorsal_Stream_Visual
351;303;256;Area_47l_(47_lateral)_R;Fr;Inferior_Frontal
351;303;287;Area_TA2_R;Temp;Auditory_Association
351;303;303;Area_STGa_R;Temp;Auditory_Association
352;304;197;IntraParietal_Sulcus_Area_1_R;Par;Dorsal_Stream_Visual
352;304;228;Area_Lateral_IntraParietal_ventral_R;Par;Superior_Parietal
352;304;230;Medial_IntraParietal_Area_R;Par;Superior_Parietal
352;304;255;Area_45_R;Fr;Inferior_Frontal
352;304;304;ParaBelt_Complex_R;Temp;Early_Auditory
352;304;325;Area_IntraParietal_1_R;Par;Inferior_Parietal
352;304;349;Area_Frontal_Opercular_5_R;Ins;Insular_and_Frontal_Opercular
353;305;183;Sixth_Visual_Area_R;Occ;Dorsal_Stream_Visual
353;305;185;Third_Visual_Area_R;Occ;Early_Visual
353;305;186;Fourth_Visual_Area_R;Occ;Early_Visual
353;305;196;Seventh_Visual_Area_R;Occ;Dorsal_Stream_Visual
353;305;254;Area_44_R;Fr;Inferior_Frontal
353;305;287;Area_TA2_R;Temp;Auditory_Association
353;305;288;Frontal_Opercular_Area_4_R;Fr;Insular_and_Frontal_Opercular
353;305;289;Middle_Insular_Area_R;Ins;Insular_and_Frontal_Opercular
353;305;305;Auditory_5_Complex_R;Temp;Auditory_Association
353;305;332;Area_V6A_R;Par;Dorsal_Stream_Visual
354;311;181;Primary_Visual_Cortex_R;Occ;Primary_Visual
354;311;184;Second_Visual_Area_R;Occ;Early_Visual
354;311;185;Third_Visual_Area_R;Occ;Early_Visual
354;311;192;Area_55b_R;Fr;Premotor
354;311;196;Seventh_Visual_Area_R;Occ;Dorsal_Stream_Visual
354;311;254;Area_44_R;Fr;Inferior_Frontal
354;311;255;Area_45_R;Fr;Inferior_Frontal
354;311;256;Area_47l_(47_lateral)_R;Fr;Inferior_Frontal
354;311;273;Orbital_Frontal_Complex_R;Fr;Orbital_and_Polar_Frontal
354;311;274;Area_47s_R;Fr;Orbital_and_Polar_Frontal
354;311;288;Frontal_Opercular_Area_4_R;Fr;Insular_and_Frontal_Opercular
354;311;307;ParaHippocampal_Area_3_R;Temp;Medial_Temporal
354;311;311;Area_TG_dorsal_R;Temp;Lateral_Temporal
354;311;318;Area_PH_R;Temp;MT+_Complex_and_Neighboring_Visual_Areas
354;311;333;VentroMedial_Visual_Area_1_R;Occ;Ventral_Stream_Visual
354;311;346;posterior_OFC_Complex_R;Fr;Anterior_Cingulate_and_Medial_Prefrontal
354;311;349;Area_Frontal_Opercular_5_R;Ins;Insular_and_Frontal_Opercular
355;299;181;Primary_Visual_Cortex_R;Occ;Primary_Visual
355;299;183;Sixth_Visual_Area_R;Occ;Dorsal_Stream_Visual
355;299;184;Second_Visual_Area_R;Occ;Early_Visual
355;299;195;Parieto-Occipital_Sulcus_Area_2_R;Par;Posterior_Cingulate
355;299;210;Area_7m_R;Par;Posterior_Cingulate
355;299;211;Parieto-Occipital_Sulcus_Area_1_R;Par;Posterior_Cingulate
355;299;241;Area_a24_R;Fr;Anterior_Cingulate_and_Medial_Prefrontal
355;299;244;Area_p32_R;Fr;Anterior_Cingulate_and_Medial_Prefrontal
355;299;249;Area_9_Middle_R;Fr;Anterior_Cingulate_and_Medial_Prefrontal
355;299;252;Area_10d_R;Fr;Orbital_and_Polar_Frontal
355;299;299;PreSubiculum_R;Temp;Medial_Temporal
356;181;181;Primary_Visual_Cortex_R;Occ;Primary_Visual
356;181;251;Area_9_Posterior_R;Fr;Dorsolateral_Prefrontal
356;181;255;Area_45_R;Fr;Inferior_Frontal
356;181;256;Area_47l_(47_lateral)_R;Fr;Inferior_Frontal
356;181;257;Area_anterior_47r_R;Fr;Inferior_Frontal
356;181;267;Area_9_anterior_R;Fr;Dorsolateral_Prefrontal
356;181;269;Area_anterior_10p_R;Fr;Orbital_and_Polar_Frontal
356;181;271;Area_11l_R;Fr;Orbital_and_Polar_Frontal
356;181;273;Orbital_Frontal_Complex_R;Fr;Orbital_and_Polar_Frontal
356;181;274;Area_47s_R;Fr;Orbital_and_Polar_Frontal
356;181;287;Area_TA2_R;Temp;Auditory_Association
356;181;299;PreSubiculum_R;Temp;Medial_Temporal
356;181;302;Perirhinal_Ectorhinal_Cortex_R;Temp;Medial_Temporal
356;181;308;Area_STSd_anterior_R;Temp;Auditory_Association
356;181;311;Area_TG_dorsal_R;Temp;Lateral_Temporal
356;181;312;Area_TE1_anterior_R;Temp;Lateral_Temporal
356;181;349;Area_Frontal_Opercular_5_R;Ins;Insular_and_Frontal_Opercular
356;181;350;Area_posterior_10p_R;Fr;Orbital_and_Polar_Frontal
356;181;352;Area_TG_Ventral_R;Temp;Lateral_Temporal
356;181;356;Area_STSv_anterior_R;Temp;Auditory_Association
357;238;194;RetroSplenial_Complex_R;Par;Posterior_Cingulate
357;238;210;Area_7m_R;Par;Posterior_Cingulate
357;238;213;Area_ventral_23_a+b_R;Par;Posterior_Cingulate
357;238;238;Area_33_prime_R;Fr;Anterior_Cingulate_and_Medial_Prefrontal
357;238;241;Area_a24_R;Fr;Anterior_Cingulate_and_Medial_Prefrontal
357;238;244;Area_p32_R;Fr;Anterior_Cingulate_and_Medial_Prefrontal
357;238;245;Area_10r_R;Fr;Anterior_Cingulate_and_Medial_Prefrontal
357;238;344;Area_25_R;Fr;Anterior_Cingulate_and_Medial_Prefrontal
358;78;25;PeriSylvian_Language_Area_L;Par;Temporo-Parieto_Occipital_Junction
358;78;28;Superior_Temporal_Visual_Area_L;Par;Temporo-Parieto_Occipital_Junction
358;78;78;Rostral_Area_6_L;Fr;Premotor
358;78;98;Superior_6-8_Transitional_Area_L;Fr;Dorsolateral_Prefrontal
358;78;104;RetroInsular_Cortex_L;Par;Early_Auditory
358;78;116;Area_PFt_L;Par;Inferior_Parietal
358;78;117;Anterior_IntraParietal_Area_L;Par;Superior_Parietal
358;78;130;Area_STSv_posterior_L;Temp;Auditory_Association
358;78;132;Area_TE1_anterior_L;Temp;Lateral_Temporal
358;78;134;Area_TE2_anterior_L;Temp;Lateral_Temporal
358;78;136;Area_TE2_posterior_L;Temp;Lateral_Temporal
358;78;139;Area_TemporoParietoOccipital_Junction_1_L;Temp;Temporo-Parieto_Occipital_Junction
358;78;176;Area_STSv_anterior_L;Temp;Auditory_Association
359;58;14;RetroSplenial_Complex_L;Par;Posterior_Cingulate
359;58;30;Area_7m_L;Par;Posterior_Cingulate
359;58;33;Area_ventral_23_a+b_L;Par;Posterior_Cingulate
359;58;58;Area_33_prime_L;Fr;Anterior_Cingulate_and_Medial_Prefrontal
359;58;61;Area_a24_L;Fr;Anterior_Cingulate_and_Medial_Prefrontal
359;58;64;Area_p32_L;Fr;Anterior_Cingulate_and_Medial_Prefrontal
359;58;65;Area_10r_L;Fr;Anterior_Cingulate_and_Medial_Prefrontal
359;58;164;Area_25_L;Fr;Anterior_Cingulate_and_Medial_Prefrontal
360;360;194;RetroSplenial_Complex_R;Par;Posterior_Cingulate
360;360;210;Area_7m_R;Par;Posterior_Cingulate
360;360;211;Parieto-Occipital_Sulcus_Area_1_R;Par;Posterior_Cingulate
360;360;212;Area_23d_R;Par;Posterior_Cingulate
360;360;213;Area_ventral_23_a+b_R;Par;Posterior_Cingulate
360;360;241;Area_a24_R;Fr;Anterior_Cingulate_and_Medial_Prefrontal
360;360;242;Area_dorsal_32_R;Fr;Anterior_Cingulate_and_Medial_Prefrontal
360;360;244;Area_p32_R;Fr;Anterior_Cingulate_and_Medial_Prefrontal
360;360;245;Area_10r_R;Fr;Anterior_Cingulate_and_Medial_Prefrontal
360;360;298;Entorhinal_Cortex_R;Temp;Medial_Temporal
360;360;344;Area_25_R;Fr;Anterior_Cingulate_and_Medial_Prefrontal
360;360;359;Area_anterior_32_prime_R;Fr;Anterior_Cingulate_and_Medial_Prefrontal
360;360;360;Area_posterior_24_R;Fr;Anterior_Cingulate_and_Medial_Prefrontal
